측정월,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
202101,도봉구,0.024,0.019,0.5,0.002,32,20
202101,도산대로,0.037,0.011,0.8,0.004,43,22
202101,동대문구,0.034,0.015,0.6,0.004,34,21
202101,동작구,0.034,0.014,0.5,0.003,40,23
202101,동작대로,0.043,0.01,0.6,0.004,41,19
202101,마포구,0.035,0.012,0.6,0.003,33,20
202101,마포아트센터,0.032,0.018,0.7,0.005,37,20
202101,북한산,0.015,0.023,0.5,0.002,29,17
202101,서대문구,0.027,0.017,0.6,0.005,31,20
202101,서울숲,0.032,0.017,0.4,0.004,41,21
202101,서초구,0.032,0.015,0.4,0.004,40,20
202101,성동구,0.033,0.018,0.6,0.003,34,20
202101,성북구,0.032,0.013,0.7,0.004,37,19
202101,세곡,0.032,0.015,0.7,0.006,43,24
202101,송파구,0.034,0.015,0.6,0.004,33,19
202101,시흥대로,0.042,0.012,0.7,0.004,45,23
202101,신촌로,0.042,0.011,0.7,0.003,39,22
202101,양천구,0.035,0.013,0.6,0.004,41,22
202101,영등포구,0.032,0.013,0.7,0.003,35,20
202101,영등포로,0.038,0.012,0.7,0.004,39,21
202101,올림픽공원,0.026,0.017,0.7,0.004,32,21
202101,용산구,0.027,0.012,0.5,0.003,43,18
202101,은평구,0.024,0.019,0.5,0.004,35,19
202101,자연사박물관,0.027,0.019,0.7,0.005,35,22
202101,정릉로,0.042,0.011,0.6,0.003,40,22
202101,종로,0.031,0.014,0.6,0.003,37,18
202101,종로구,0.03,0.016,0.7,0.003,41,22
202101,중구,0.032,0.015,0.6,0.003,44,22
202101,중랑구,0.032,0.014,0.6,0.003,36,19
202101,천호대로,0.038,0.012,0.7,0.004,44,23
202101,청계천로,0.035,0.013,0.7,0.004,36,25
202101,한강대로,0.036,0.013,0.6,0.003,41,18
202101,항동,0.029,0.014,0.5,0.003,37,21
202101,행주,0.025,0.021,0.8,0.003,36,21
202101,홍릉로,0.038,0.011,0.7,0.004,35,21
202101,화랑로,0.038,0.008,0.5,0.003,42,22
202102,강남구,0.029,0.022,0.6,0.004,46,31
202102,강남대로,0.034,0.018,0.8,0.004,50,30
202102,강동구,0.03,0.022,0.6,0.003,52,31
202102,강변북로,0.034,0.018,0.6,0.004,51,32
202102,강북구,0.022,0.022,0.5,0.003,51,29
202102,강서구,0.03,0.023,0.6,0.004,53,32
202102,공항대로,0.036,0.021,0.6,0.003,53,29
202102,관악구,0.035,0.02,0.6,0.003,44,27
202102,관악산,0.011,0.044,0.3,0.003,41,22
202102,광진구,0.026,0.017,0.6,0.003,45,29
202102,구로구,0.03,0.023,0.4,0.004,51,29
202102,금천구,0.032,0.024,0.6,0.003,53,34
202102,남산,0.021,0.031,0.5,0.003,42,26
202102,노원구,0.031,0.023,0.7,0.004,49,31
202102,도봉구,0.023,0.026,0.4,0.003,42,28
202102,도산대로,0.038,0.017,0.7,0.004,55,31
202102,동대문구,0.033,0.022,0.6,0.003,47,27
202102,동작구,0.03,0.023,0.5,0.003,51,32
202102,동작대로,0.043,0.016,0.5,0.003,54,27
202102,마포구,0.034,0.019,0.6,0.003,44,30
202102,마포아트센터,0.031,0.026,0.7,0.004,48,29
202102,북한산,0.015,0.031,0.4,0.002,42,28
202102,서대문구,0.026,0.023,0.7,0.005,42,30
202102,서울숲,0.032,0.023,0.4,0.003,53,30
202102,서초구,0.031,0.023,0.4,0.004,52,31
202102,성동구,0.033,0.024,0.6,0.003,45,28
202102,성북구,0.032,0.019,0.6,0.003,50,27
202102,세곡,0.031,0.021,0.6,0.004,53,32
202102,송파구,0.034,0.023,0.6,0.004,44,26
202102,시흥대로,0.041,0.019,0.6,0.004,59,35
202102,신촌로,0.046,0.016,0.7,0.003,52,33
202102,양천구,0.033,0.02,0.6,0.004,53,32
202102,영등포구,0.031,0.02,0.6,0.003,46,29
202102,영등포로,0.039,0.017,0.7,0.004,50,29
202102,올림픽공원,0.026,0.024,0.6,0.003,44,30
202102,용산구,0.026,0.018,0.5,0.004,44,27
202102,은평구,0.022,0.027,0.5,0.004,46,29
202102,자연사박물관,0.027,0.028,0.6,0.005,45,30
202102,정릉로,0.044,0.015,0.6,0.003,51,30
202102,종로,0.031,0.02,0.6,0.003,45,25
202102,종로구,0.03,0.024,0.6,0.004,50,30
202102,중구,0.032,0.022,0.6,0.003,55,29
202102,중랑구,0.032,0.02,0.6,0.003,47,28
202102,천호대로,0.038,0.019,0.7,0.004,55,31
202102,청계천로,0.036,0.019,0.7,0.004,49,34
202102,한강대로,0.035,0.018,0.6,0.003,54,29
202102,항동,0.029,0.02,0.5,0.003,48,29
202102,행주,0.023,0.028,0.7,0.002,48,29
202102,홍릉로,0.04,0.016,0.7,0.004,46,27
202102,화랑로,0.039,0.011,0.5,0.003,52,28
202103,강남구,0.033,0.025,0.6,0.004,65,34
202103,강남대로,0.038,0.019,0.8,0.003,70,35
202103,강동구,0.03,0.024,0.5,0.003,70,34
202103,강변북로,0.037,0.02,0.6,0.003,75,37
202103,강북구,0.022,0.027,0.5,0.003,67,31
202103,강서구,0.033,0.031,0.5,0.004,66,36
202103,공항대로,0.043,0.023,0.6,0.003,75,32
202103,관악구,0.039,0.023,0.6,0.003,55,29
202103,관악산,0.013,0.05,0.3,0.003,56,28
202103,광진구,0.028,0.024,0.5,0.003,64,32
202103,구로구,0.032,0.026,0.4,0.003,68,35
202103,금천구,0.034,0.026,0.5,0.003,62,34
202103,남산,0.024,0.032,0.6,0.003,61,30
202103,노원구,0.029,0.027,0.6,0.003,63,30
202103,도봉구,0.023,0.031,0.4,0.003,54,30
202103,도산대로,0.04,0.019,0.8,0.003,81,37
202103,동대문구,0.033,0.025,0.6,0.003,66,28
202103,동작구,0.033,0.025,0.5,0.003,62,34
202103,동작대로,0.047,0.019,0.6,0.003,71,28
202103,마포구,0.038,0.022,0.6,0.003,63,32
202103,마포아트센터,0.033,0.03,0.7,0.004,64,33
202103,북한산,0.015,0.035,0.5,0.002,52,31
202103,서대문구,0.026,0.028,0.7,0.005,58,35
202103,서울숲,0.035,0.027,0.4,0.002,68,36
202103,서초구,0.033,0.025,0.4,0.003,68,38
202103,성동구,0.038,0.028,0.5,0.003,69,35
202103,성북구,0.033,0.021,0.7,0.003,61,29
202103,세곡,0.032,0.025,0.5,0.003,65,34
202103,송파구,0.036,0.027,0.6,0.003,63,29
202103,시흥대로,0.046,0.02,0.6,0.004,82,38
202103,신촌로,0.047,0.019,0.7,0.003,72,37
202103,양천구,0.035,0.024,0.6,0.003,66,35
202103,영등포구,0.036,0.022,0.6,0.003,66,35
202103,영등포로,0.043,0.019,0.7,0.003,72,32
202103,올림픽공원,0.028,0.028,0.6,0.002,56,32
202103,용산구,0.029,0.02,0.5,0.003,61,29
202103,은평구,0.023,0.031,0.5,0.003,59,33
202103,자연사박물관,0.03,0.032,0.6,0.004,57,31
202103,정릉로,0.045,0.021,0.6,0.003,66,30
202103,종로,0.035,0.023,0.6,0.003,62,29
202103,종로구,0.03,0.028,0.6,0.003,70,32
202103,중구,0.035,0.025,0.5,0.003,80,33
202103,중랑구,0.032,0.024,0.6,0.003,66,30
202103,천호대로,0.039,0.022,0.6,0.003,74,33
202103,청계천로,0.038,0.025,0.7,0.004,68,37
202103,한강대로,0.036,0.02,0.7,0.003,76,32
202103,항동,0.031,0.023,0.5,0.003,64,34
202103,행주,0.026,0.028,0.7,0.002,61,31
202103,홍릉로,0.042,0.02,0.6,0.003,63,31
202103,화랑로,0.041,0.013,0.6,0.003,70,30
202104,강남구,0.023,0.038,0.4,0.003,40,20
202104,강남대로,0.035,0.028,0.6,0.003,46,19
202104,강동구,0.022,0.035,0.3,0.002,43,20
202104,강변북로,0.031,0.032,0.6,0.003,46,21
202104,강북구,0.014,0.038,0.3,0.002,41,17
202104,강서구,0.025,0.04,0.4,0.003,44,20
202104,공항대로,0.033,0.035,0.4,0.003,48,18
202104,관악구,0.027,0.034,0.4,0.003,37,17
202104,관악산,0.008,0.059,0.2,0.003,38,16
202104,광진구,0.02,0.035,0.4,0.003,41,18
202104,구로구,0.022,0.04,0.4,0.004,47,21
202104,금천구,0.024,0.039,0.4,0.003,43,21
202104,남산,0.015,0.047,0.5,0.003,38,18
202104,노원구,0.021,0.037,0.4,0.003,39,19
202104,도봉구,0.015,0.041,0.3,0.003,41,17
202104,도산대로,0.031,0.029,0.6,0.003,52,20
202104,동대문구,0.023,0.038,0.4,0.003,41,16
202104,동작구,0.023,0.038,0.4,0.003,44,19
202104,동작대로,0.038,0.028,0.4,0.003,45,18
202104,마포구,0.025,0.033,0.4,0.003,39,18
202104,마포아트센터,0.022,0.045,0.6,0.004,45,18
202104,북한산,0.011,0.045,0.4,0.002,36,18
202104,서대문구,0.017,0.04,0.5,0.004,38,20
202104,서울숲,0.023,0.039,0.3,0.003,50,20
202104,서초구,0.024,0.037,0.3,0.004,50,21
202104,성동구,0.027,0.043,0.4,0.003,40,20
202104,성북구,0.025,0.033,0.6,0.003,45,17
202104,세곡,0.026,0.035,0.3,0.003,45,19
202104,송파구,0.027,0.04,0.4,0.003,41,18
202104,시흥대로,0.041,0.028,0.5,0.004,51,21
202104,신촌로,0.039,0.029,0.6,0.003,44,20
202104,양천구,0.023,0.036,0.4,0.003,43,18
202104,영등포구,0.026,0.034,0.5,0.003,39,18
202104,영등포로,0.037,0.03,0.5,0.004,44,18
202104,올림픽공원,0.02,0.04,0.4,0.003,38,19
202104,용산구,0.021,0.03,0.4,0.003,39,18
202104,은평구,0.017,0.044,0.4,0.003,42,20
202104,자연사박물관,0.019,0.046,0.4,0.003,40,15
202104,정릉로,0.039,0.03,0.4,0.003,43,18
202104,종로,0.03,0.033,0.5,0.003,39,17
202104,종로구,0.02,0.041,0.4,0.004,43,19
202104,중구,0.025,0.037,0.4,0.003,47,20
202104,중랑구,0.022,0.035,0.4,0.003,40,17
202104,천호대로,0.033,0.032,0.5,0.003,48,20
202104,청계천로,0.031,0.037,0.6,0.004,44,22
202104,한강대로,0.029,0.024,0.6,0.003,50,19
202104,항동,0.023,0.036,0.4,0.003,42,17
202104,행주,0.021,0.039,0.6,0.002,41,20
202104,홍릉로,0.032,0.031,0.5,0.003,41,19
202104,화랑로,0.036,0.018,0.4,0.002,47,19
202105,강남구,0.02,0.036,0.4,0.003,61,20
202105,강남대로,0.029,0.028,0.6,0.002,63,22
202105,강동구,0.019,0.033,0.3,0.002,65,20
202105,강변북로,0.028,0.029,0.5,0.003,62,23
202105,강북구,0.012,0.038,0.3,0.002,62,17
202105,강서구,0.023,0.038,0.3,0.003,65,22
202105,공항대로,0.029,0.036,0.4,0.003,64,20
202105,관악구,0.023,0.033,0.4,0.003,57,19
202105,관악산,0.007,0.057,0.2,0.003,59,19
202105,광진구,0.017,0.035,0.4,0.003,61,19
202105,구로구,0.02,0.039,0.4,0.003,65,22
202105,금천구,0.019,0.036,0.4,0.003,58,21
202105,남산,0.013,0.044,0.4,0.003,55,21
202105,노원구,0.018,0.034,0.4,0.002,58,19
202105,도봉구,0.012,0.038,0.3,0.003,60,20
202105,도산대로,0.029,0.027,0.6,0.003,73,24
202105,동대문구,0.021,0.035,0.4,0.002,64,17
202105,동작구,0.018,0.037,0.4,0.003,65,22
202105,동작대로,0.033,0.028,0.4,0.003,64,20
202105,마포구,0.023,0.032,0.4,0.003,57,18
202105,마포아트센터,0.018,0.043,0.5,0.003,63,23
202105,북한산,0.009,0.041,0.4,0.002,51,20
202105,서대문구,0.014,0.039,0.5,0.004,60,24
202105,서울숲,0.02,0.035,0.3,0.002,64,24
202105,서초구,0.022,0.035,0.4,0.004,70,22
202105,성동구,0.023,0.042,0.4,0.003,60,19
202105,성북구,0.021,0.036,0.5,0.003,65,21
202105,세곡,0.021,0.032,0.3,0.003,64,23
202105,송파구,0.022,0.036,0.4,0.003,61,20
202105,시흥대로,0.038,0.028,0.5,0.003,73,21
202105,신촌로,0.037,0.022,0.6,0.003,64,22
202105,양천구,0.02,0.035,0.4,0.003,62,20
202105,영등포구,0.022,0.033,0.5,0.002,58,19
202105,영등포로,0.035,0.029,0.6,0.003,62,19
202105,올림픽공원,0.016,0.041,0.4,0.002,54,24
202105,용산구,0.019,0.029,0.4,0.003,60,17
202105,은평구,0.014,0.042,0.4,0.003,60,23
202105,자연사박물관,0.017,0.045,0.4,0.003,60,20
202105,정릉로,0.036,0.028,0.4,0.002,63,21
202105,종로,0.037,0.03,0.5,0.003,59,17
202105,종로구,0.019,0.036,0.4,0.003,64,18
202105,중구,0.022,0.034,0.4,0.003,68,21
202105,중랑구,0.02,0.033,0.4,0.003,61,18
202105,천호대로,0.029,0.032,0.4,0.003,70,17
202105,청계천로,0.027,0.034,0.5,0.004,64,23
202105,한강대로,0.029,0.018,0.6,0.003,71,21
202105,항동,0.018,0.036,0.3,0.002,62,17
202105,행주,0.018,0.04,0.6,0.002,60,19
202105,홍릉로,0.029,0.029,0.5,0.003,61,19
202105,화랑로,0.033,0.017,0.4,0.003,68,19
202106,강남구,0.02,0.041,0.4,0.003,34,21
202106,강남대로,0.031,0.029,0.6,0.002,34,16
202106,강동구,0.016,0.038,0.4,0.002,32,20
202106,강변북로,0.029,0.032,0.6,0.003,32,18
202106,강북구,0.011,0.042,0.3,0.002,30,19
202106,강서구,0.03,0.042,0.4,0.003,33,23
202106,공항대로,0.031,0.039,0.5,0.003,36,20
202106,관악구,0.022,0.04,0.5,0.003,33,19
202106,관악산,0.008,0.061,0.2,0.003,33,20
202106,광진구,0.015,0.04,0.5,0.003,31,18
202106,구로구,0.02,0.044,0.4,0.003,32,14
202106,금천구,0.019,0.04,0.4,0.003,33,22
202106,남산,0.013,0.047,0.4,0.002,30,19
202106,노원구,0.016,0.041,0.4,0.003,30,19
202106,도봉구,0.011,0.043,0.3,0.003,32,15
202106,도산대로,0.029,0.03,0.6,0.003,29,19
202106,동대문구,0.019,0.043,0.4,0.003,35,19
202106,동작구,0.017,0.04,0.4,0.003,36,20
202106,동작대로,0.037,0.033,0.4,0.003,35,21
202106,마포구,0.022,0.039,0.4,0.003,31,19
202106,마포아트센터,0.016,0.048,0.4,0.003,32,22
202106,북한산,0.009,0.042,0.3,0.002,27,17
202106,서대문구,0.013,0.044,0.4,0.004,28,16
202106,서울숲,0.02,0.04,0.4,0.002,34,13
202106,서초구,0.023,0.04,0.4,0.004,37,17
202106,성동구,0.021,0.043,0.4,0.003,31,21
202106,성북구,0.019,0.043,0.6,0.003,34,16
202106,세곡,0.02,0.038,0.3,0.003,36,17
202106,송파구,0.022,0.042,0.4,0.003,33,20
202106,시흥대로,0.042,0.029,0.5,0.004,43,23
202106,신촌로,0.037,0.019,0.6,0.003,38,22
202106,양천구,0.019,0.039,0.4,0.003,34,20
202106,영등포구,0.023,0.039,0.5,0.003,33,21
202106,영등포로,0.036,0.031,0.6,0.003,36,21
202106,올림픽공원,0.015,0.047,0.5,0.002,29,18
202106,용산구,0.019,0.032,0.4,0.003,31,19
202106,은평구,0.014,0.047,0.4,0.003,31,18
202106,자연사박물관,0.016,0.051,0.5,0.003,33,18
202106,정릉로,0.037,0.034,0.4,0.002,34,20
202106,종로,0.051,0.032,0.5,0.003,34,18
202106,종로구,0.018,0.044,0.4,0.004,32,19
202106,중구,0.022,0.039,0.4,0.004,36,22
202106,중랑구,0.018,0.04,0.4,0.003,33,19
202106,천호대로,0.03,0.036,0.5,0.003,39,19
202106,청계천로,0.027,0.039,0.6,0.004,36,24
202106,한강대로,0.03,0.021,0.6,0.004,42,23
202106,항동,0.02,0.039,0.4,0.003,39,20
202106,행주,0.018,0.043,0.5,0.003,34,20
202106,홍릉로,0.027,0.036,0.5,0.003,35,21
202106,화랑로,0.034,0.022,0.5,0.002,38,20
202107,강남구,0.017,0.037,0.3,0.003,26,16
202107,강남대로,0.029,0.025,0.5,0.002,22,11
202107,강동구,0.013,0.03,0.3,0.002,22,16
202107,강변북로,0.029,0.025,0.5,0.003,21,12
202107,강북구,0.011,0.035,0.3,0.003,24,17
202107,강서구,0.021,0.037,0.3,0.003,24,17
202107,공항대로,0.03,0.034,0.4,0.003,31,16
202107,관악구,0.018,0.044,0.4,0.003,25,15
202107,관악산,0.007,0.052,0.2,0.003,21,14
202107,광진구,0.013,0.037,0.4,0.003,23,14
202107,구로구,0.016,0.043,0.3,0.003,19,12
202107,금천구,0.017,0.035,0.3,0.003,26,19
202107,남산,0.013,0.042,0.2,0.002,19,13
202107,노원구,0.014,0.036,0.3,0.002,23,16
202107,도봉구,0.009,0.037,0.2,0.003,24,11
202107,도산대로,0.029,0.028,0.6,0.002,19,12
202107,동대문구,0.017,0.04,0.3,0.003,24,16
202107,동작구,0.015,0.034,0.3,0.003,27,15
202107,동작대로,0.036,0.03,0.4,0.003,27,17
202107,마포구,0.019,0.039,0.3,0.003,24,14
202107,마포아트센터,0.013,0.047,0.4,0.002,18,13
202107,북한산,0.008,0.033,0.3,0.002,21,12
202107,서대문구,0.011,0.039,0.3,0.004,17,14
202107,서울숲,0.017,0.036,0.5,0.002,22,9
202107,서초구,0.02,0.037,0.5,0.003,24,11
202107,성동구,0.021,0.039,0.3,0.003,23,17
202107,성북구,0.018,0.038,0.5,0.002,24,12
202107,세곡,0.017,0.034,0.5,0.003,23,12
202107,송파구,0.018,0.038,0.4,0.003,25,15
202107,시흥대로,0.042,0.025,0.5,0.004,32,21
202107,신촌로,0.033,0.014,0.5,0.003,28,17
202107,양천구,0.016,0.039,0.4,0.003,26,16
202107,영등포구,0.021,0.04,0.4,0.003,25,17
202107,영등포로,0.032,0.029,0.6,0.003,27,17
202107,올림픽공원,0.013,0.042,0.4,0.003,18,11
202107,용산구,0.017,0.034,0.3,0.003,23,16
202107,은평구,0.012,0.039,0.3,0.003,21,13
202107,자연사박물관,0.014,0.049,0.4,0.003,20,11
202107,정릉로,0.035,0.028,0.4,0.003,27,18
202107,종로,0.033,0.029,0.4,0.003,25,16
202107,종로구,0.017,0.04,0.4,0.004,22,16
202107,중구,0.022,0.034,0.4,0.004,28,17
202107,중랑구,0.015,0.042,0.3,0.003,25,16
202107,천호대로,0.028,0.03,0.4,0.003,28,16
202107,청계천로,0.027,0.034,0.5,0.004,28,18
202107,한강대로,0.026,0.018,0.6,0.004,36,19
202107,항동,0.02,0.038,0.2,0.003,31,17
202107,행주,0.016,0.039,0.5,0.003,28,16
202107,홍릉로,0.025,0.03,0.4,0.003,27,17
202107,화랑로,0.034,0.025,0.4,0.002,29,18
202108,강남구,0.015,0.033,0.3,0.003,22,14
202108,강남대로,0.026,0.022,0.5,0.003,19,9
202108,강동구,0.012,0.031,0.3,0.002,21,13
202108,강변북로,0.024,0.027,0.5,0.003,18,11
202108,강북구,0.01,0.032,0.3,0.002,22,12
202108,강서구,0.015,0.034,0.4,0.003,21,14
202108,공항대로,0.026,0.03,0.4,0.002,25,13
202108,관악구,0.016,0.037,0.4,0.003,22,13
202108,관악산,0.007,0.045,0.4,0.003,17,11
202108,광진구,0.013,0.039,0.4,0.002,22,13
202108,구로구,0.013,0.039,0.3,0.003,18,10
202108,금천구,0.015,0.032,0.3,0.003,22,14
202108,남산,0.011,0.038,0.3,0.002,17,10
202108,노원구,0.013,0.034,0.4,0.002,21,15
202108,도봉구,0.009,0.031,0.4,0.003,22,9
202108,도산대로,0.023,0.031,0.6,0.003,20,10
202108,동대문구,0.016,0.036,0.3,0.003,21,13
202108,동작구,0.015,0.03,0.3,0.003,24,13
202108,동작대로,0.032,0.026,0.4,0.003,25,14
202108,마포구,0.017,0.034,0.3,0.003,21,12
202108,마포아트센터,0.011,0.043,0.5,0.002,16,10
202108,북한산,0.007,0.03,0.4,0.003,19,10
202108,서대문구,0.009,0.033,0.4,0.003,20,11
202108,서울숲,0.014,0.032,0.5,0.002,21,8
202108,서초구,0.017,0.034,0.4,0.003,19,10
202108,성동구,0.018,0.035,0.4,0.003,21,13
202108,성북구,0.016,0.034,0.5,0.003,20,10
202108,세곡,0.015,0.03,0.5,0.003,22,9
202108,송파구,0.017,0.035,0.4,0.002,23,13
202108,시흥대로,0.037,0.023,0.5,0.003,32,17
202108,신촌로,0.029,0.026,0.4,0.003,25,13
202108,양천구,0.015,0.034,0.4,0.003,22,13
202108,영등포구,0.018,0.035,0.4,0.002,22,14
202108,영등포로,0.029,0.027,0.5,0.003,24,15
202108,올림픽공원,0.012,0.039,0.4,0.002,16,9
202108,용산구,0.016,0.029,0.3,0.003,21,14
202108,은평구,0.01,0.037,0.4,0.003,18,12
202108,자연사박물관,0.011,0.046,0.6,0.003,17,8
202108,정릉로,0.03,0.025,0.4,0.002,24,14
202108,종로,0.023,0.026,0.4,0.003,23,13
202108,종로구,0.015,0.036,0.4,0.003,20,13
202108,중구,0.019,0.031,0.4,0.003,23,14
202108,중랑구,0.013,0.037,0.3,0.002,23,13
202108,천호대로,0.026,0.026,0.4,0.003,27,14
202108,청계천로,0.023,0.031,0.5,0.003,24,14
202108,한강대로,0.023,0.018,0.6,0.003,29,15
202108,항동,0.017,0.032,0.3,0.003,25,13
202108,행주,0.014,0.033,0.4,0.003,24,12
202108,홍릉로,0.023,0.027,0.4,0.003,23,15
202108,화랑로,0.029,0.022,0.4,0.003,24,14
202109,강남구,0.015,0.03,0.3,0.003,14,7
202109,강남대로,0.024,0.02,0.5,0.003,15,5
202109,강동구,0.012,0.027,0.3,0.002,15,7
202109,강변북로,0.019,0.027,0.3,0.003,12,7
202109,강북구,0.009,0.031,0.3,0.002,17,6
202109,강서구,0.015,0.031,0.4,0.003,14,8
202109,공항대로,0.025,0.026,0.4,0.002,18,9
202109,관악구,0.015,0.038,0.4,0.002,14,7
202109,관악산,0.005,0.042,0.3,0.003,13,5
202109,광진구,0.011,0.029,0.5,0.003,15,7
202109,구로구,0.013,0.035,0.4,0.003,15,7
202109,금천구,0.014,0.031,0.3,0.002,15,9
202109,남산,0.008,0.036,0.4,0.002,11,6
202109,노원구,0.012,0.032,0.4,0.002,15,8
202109,도봉구,0.009,0.029,0.4,0.002,16,5
202109,도산대로,0.018,0.03,0.6,0.002,14,7
202109,동대문구,0.015,0.032,0.3,0.003,14,7
202109,동작구,0.015,0.029,0.3,0.002,17,8
202109,동작대로,0.029,0.023,0.4,0.003,19,9
202109,마포구,0.016,0.034,0.3,0.002,15,7
202109,마포아트센터,0.011,0.04,0.5,0.003,10,6
202109,북한산,0.006,0.031,0.3,0.003,12,6
202109,서대문구,0.008,0.032,0.3,0.003,11,6
202109,서울숲,0.012,0.031,0.4,0.003,15,5
202109,서초구,0.015,0.031,0.4,0.002,12,5
202109,성동구,0.016,0.034,0.3,0.003,15,6
202109,성북구,0.016,0.03,0.5,0.002,13,6
202109,세곡,0.016,0.025,0.5,0.003,16,6
202109,송파구,0.016,0.031,0.4,0.002,16,7
202109,시흥대로,0.038,0.019,0.5,0.003,23,11
202109,신촌로,0.025,0.028,0.4,0.003,17,8
202109,양천구,0.016,0.032,0.4,0.004,16,8
202109,영등포구,0.017,0.029,0.4,0.002,16,9
202109,영등포로,0.025,0.025,0.5,0.003,17,9
202109,올림픽공원,0.012,0.036,0.4,0.003,10,5
202109,용산구,0.014,0.026,0.3,0.002,14,7
202109,은평구,0.009,0.037,0.4,0.002,13,8
202109,자연사박물관,0.009,0.043,0.4,0.003,11,5
202109,정릉로,0.026,0.023,0.4,0.002,17,7
202109,종로,0.022,0.024,0.4,0.003,16,7
202109,종로구,0.015,0.032,0.4,0.003,13,8
202109,중구,0.018,0.029,0.4,0.003,13,7
202109,중랑구,0.011,0.035,0.3,0.002,14,6
202109,천호대로,0.024,0.022,0.4,0.003,20,8
202109,청계천로,0.022,0.028,0.5,0.003,17,8
202109,한강대로,0.022,0.018,0.5,0.003,23,10
202109,항동,0.016,0.029,0.3,0.002,16,8
202109,행주,0.014,0.029,0.4,0.003,17,7
202109,홍릉로,0.02,0.025,0.4,0.003,15,9
202109,화랑로,0.029,0.019,0.4,0.003,16,8
202110,강남구,0.023,0.021,0.4,0.003,26,13
202110,강남대로,0.028,0.015,0.6,0.003,29,12
202110,강동구,0.022,0.018,0.4,0.002,27,13
202110,강변북로,0.029,0.016,0.4,0.003,26,15
202110,강북구,0.013,0.025,0.3,0.002,28,12
202110,강서구,0.024,0.022,0.5,0.004,28,14
202110,공항대로,0.031,0.018,0.5,0.003,32,15
202110,관악구,0.025,0.026,0.5,0.003,26,13
202110,관악산,0.007,0.041,0.2,0.004,24,11
202110,광진구,0.016,0.02,0.5,0.003,26,13
202110,구로구,0.022,0.026,0.4,0.003,29,13
202110,금천구,0.025,0.021,0.4,0.003,26,14
202110,남산,0.015,0.03,0.5,0.003,23,13
202110,노원구,0.021,0.022,0.4,0.003,27,15
202110,도봉구,0.016,0.022,0.5,0.002,27,12
202110,도산대로,0.024,0.021,0.6,0.003,29,15
202110,동대문구,0.024,0.023,0.4,0.003,27,13
202110,동작구,0.023,0.022,0.4,0.002,29,13
202110,동작대로,0.036,0.016,0.5,0.003,30,15
202110,마포구,0.026,0.024,0.4,0.003,27,12
202110,마포아트센터,0.022,0.027,0.5,0.003,22,13
202110,북한산,0.008,0.03,0.3,0.003,19,11
202110,서대문구,0.014,0.024,0.5,0.003,24,11
202110,서울숲,0.021,0.02,0.6,0.003,27,13
202110,서초구,0.024,0.023,0.4,0.003,24,12
202110,성동구,0.028,0.023,0.4,0.003,28,11
202110,성북구,0.025,0.021,0.5,0.003,26,12
202110,세곡,0.023,0.017,0.6,0.003,28,13
202110,송파구,0.027,0.022,0.5,0.003,29,14
202110,시흥대로,0.041,0.015,0.6,0.003,35,15
202110,신촌로,0.037,0.016,0.6,0.003,30,14
202110,양천구,0.025,0.022,0.5,0.004,29,16
202110,영등포구,0.026,0.02,0.4,0.003,27,15
202110,영등포로,0.034,0.016,0.5,0.003,29,14
202110,올림픽공원,0.021,0.025,0.4,0.002,21,12
202110,용산구,0.02,0.02,0.3,0.003,22,12
202110,은평구,0.017,0.024,0.5,0.003,25,15
202110,자연사박물관,0.018,0.032,0.5,0.003,24,10
202110,정릉로,0.035,0.014,0.5,0.003,28,13
202110,종로,0.026,0.017,0.5,0.003,27,12
202110,종로구,0.023,0.022,0.5,0.003,26,15
202110,중구,0.026,0.02,0.4,0.003,27,13
202110,중랑구,0.019,0.027,0.4,0.003,26,11
202110,천호대로,0.033,0.014,0.5,0.003,33,14
202110,청계천로,0.029,0.019,0.6,0.004,29,13
202110,한강대로,0.031,0.014,0.6,0.003,36,14
202110,항동,0.022,0.015,0.4,0.002,26,12
202110,행주,0.021,0.022,0.5,0.003,27,14
202110,홍릉로,0.029,0.017,0.5,0.003,29,14
202110,화랑로,0.033,0.014,0.5,0.004,26,13
202111,강남구,0.031,0.019,0.5,0.004,42,24
202111,강남대로,0.038,0.013,0.9,0.004,48,27
202111,강동구,0.031,0.014,0.5,0.003,46,26
202111,강변북로,0.039,0.011,0.6,0.003,47,29
202111,강북구,0.022,0.022,0.5,0.003,47,25
202111,강서구,0.034,0.018,0.7,0.005,50,26
202111,공항대로,0.04,0.013,0.6,0.003,49,29
202111,관악구,0.035,0.019,0.6,0.003,42,25
202111,관악산,0.01,0.041,0.3,0.003,39,22
202111,광진구,0.028,0.016,0.6,0.003,44,26
202111,구로구,0.031,0.023,0.4,0.003,46,26
202111,금천구,0.036,0.016,0.5,0.004,44,26
202111,남산,0.02,0.026,0.6,0.003,41,26
202111,노원구,0.03,0.018,0.6,0.003,46,29
202111,도봉구,0.025,0.02,0.6,0.003,47,28
202111,도산대로,0.035,0.016,0.8,0.003,50,28
202111,동대문구,0.032,0.019,0.6,0.003,45,29
202111,동작구,0.032,0.02,0.5,0.003,47,27
202111,동작대로,0.045,0.012,0.7,0.003,47,25
